'PriemData','pData','Laikas','Pradzia','Pabaiga','Organizacija','avAprasymas','avPranesta','IskvietimoVieta','Darbai','Medziagos','SumaSuPVM'
2018-04-23,'18.04.23','20:25','20:40','21:25','UAB "Ðilëja " (Tel. 2466644), _','Kyla  nuotekos  virtuvëje. Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Èiobiðkio 11','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Nuotekø  tinklø bendro virtuvinio stovo  valymas  su gyvatuku tarp 7-too ir 6-to aukðtø kai vamzdþio skersmuo iki 100 mm., ilgis daugiau 10 m. ið pravalos ant stogo.   Fekalijø nutekëjimo patikrinimas vandens srove.','',33.1661
2018-04-23,'18.04.23','13:10','13:55','15:10','DNSB J. Basanavièiaus g. 17 (nuo 15 but. iki 28 but.) TIK kanalizacija, elektr. ir ðaltas vanduo','Teka vanduo ið vamzdþio bute',,'Basanavièiaus 17','2.4. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës vietos ávertinimas. Uþdaromo ventilio ir raktø prie uþdaromos armatûros priëjimo suradimas. Vandens tiekimo iðjungimas stovui  uþdarant ventilá rûsyje. Vandens iðleidimas ið vamzdþiø. Trûkusio ðalto vandens ventilio skalbimo maðinai demontavimas.  Aklës árengimas ðalto vandens vamzdþiui , panaudojant linø pluoðtà ir hermetikà vonioje. Vandens tiekimo atnaujinimas. Sandarumo patikrinimas. Reikalingas spec. ventilio vonioje keitimas.','Ventilis 1/2 1 vnt; Aklë 1/2 2 vnt',25.639899999999997
2018-04-23,'18.04.23','13:20','14:30','17:50','632-oji DNSB','Kyla  nuotekos  virtuvëje. Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Stirnø 32','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Sifonø po plautuvëmis virtuviø patalpose 27 ir 25 butø iðardymas ir iðvalymas. Nuotekos tinklø bendro virtuvinio stovo  valymas su elektrine freza kai vamzdþio skersmuo iki 50 mm., ilgis daugiau kaip 10  m. Sifono surinkimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2018-04-23,'18.04.23','13:25','15:15','16:10','3613-oji DNSB  , _','Uþsikimðæs bendras virtuvinis nuotekø stovas',,'Panevëþio 36','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra . Pravalos dangèio nuëmimas atsukant varþtus stovui rûsyje.  Nuotekos tinklø bendro virtuvinio stovo valymas su elektrine freza   kai vamzdþio  skersmuo iki 100 mm., ilgis daugiau kaip 10 m.  Pravalos dangèio uþdëjimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',40.329299999999994
2018-04-23,'18.04.23','15:40','15:20','16:00','VÁ Vilniaus universiteto ligoninës Þalgirio klinika, 806/15 ss/2015','Kyla nuotekos klozete. Uþsikimðæs   nuotekø vamzdis iki  stovo.',,'Þalgirio 115','1.1. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Nuotekos tinklø  vamzdþio valymas su rankine pompa , kai vamzdþio skersmuo iki 100 mm.  per klozetà tualeto patalpoje rûsyje .  Fekalijø nutekëjimo patikrinimas vandens srove.','',32.742599999999994
2018-04-23,'18.04.23','15:40','16:15','17:30','Nëra sutarties',' Nenuteka nuotekos  rûsyje',,'Birþelio  23-osios 12','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Valant bendrà nuotekos tinklø  vamzdþá  su elektrine freza, kai vamzdþio skersmuo iki 100 mm., ilgis iki  10 m. ið pravalos rûsyje, iðvalyti negalime gyvatukas remiasi á kietà daiktà.  ','',26.499
2018-04-23,'18.04.23','16:15','16:55','18:30','UAB ,,Pastatø økio valdymas", 778/15','Teka vanduo ið vamzdþio parkinge',,'Ðimulionio I. 5','1.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Plastmasinio nuotekø vamzdþio iðardymas parkinge.   Nuotekos tinklø bendro vamzdþio  valymas su gyvatuku   kai  skersmuo iki 50 mm., ilgis daugiau kaip 10 m. ið pravalos  parkingo palubëje. Plastmasinio nuotekø vamzdþio palubëje surinkimas ir fekalijø nutekëjimo patikrinimas vandens srove. ','',48.3879
2018-04-23,'18.04.23','18:05','18:40','19:30','UAB ,,Yglë pastatø valdymas" kvieèia tik atsak.asm.','Kyla nuotekos ið trapo',,'Totoriø 8','1.5. Avarinio ekipaþo atvykimas pagal iðkvietimà. Nuotekø tinklo apþiûra. Plastmasinio nuotekø vamzdþio iðardymas valytojos kambaryje.  Nuotekos tinklø bendro vamzdþio  valymas su elektrine freza   kai  skersmuo iki 50 mm., ilgis daugiau kaip 10 m. Plastmasinio nuotekø vamzdþio surinkimas ir fekalijø nutekëjimo patikrinimas vandens srove.','',48.3879
2018-04-23,'18.04.23','18:15','18:40','19:25','UAB "Ðilëja " (Tel. 2466644)','Teka vanduo ið vamzdþio bute',,'Gelvonø 5','2.3. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarinës situacijos ávertinimas. Prarûdijusios arba trukusios vamzdþio vietos suradimas, daþø ir rûdþiø nuvalymas. Guminës tarpinës uþdëjimas. Spaustuvo árengimas karðto vandens stovui iki 20  mm.  uþverþiant  varþtais tech. spintoje bute. Taisomos vietos sandarumo patikrinimas.','Metalo apkaba d-20 1 vnt',24.5993
2018-04-23,'18.04.23','19:15','19:45','20:50','848-oji DNSB, _','Nëra elektros butuose',,'Mokyklos 36','4.2. Avarinio ekipaþo atvykimas pagal iðkvietimà. Elektros instaliacijos  apþiûra.  Srovës  ir átampos parametrø matavimas atskiruose fazëse bei kontaktø patikrinimas.  Kontaktø remontas bendrame tinkle 2-tro aukðto laiptinës elektros skydelyje.  Ávadinës dëþutës dangèio atidarymas ir uþdarymas prisukant jà varþtais.','',23.752299999999997
2018-04-23,'18.04.23','19:40','19:50','20:10','DNSB Skroblø g. 3','Teka vanduo ið vamzdþio bute',,'Skroblø 3','2.8. Avarinio ekipaþo atvykimas pagal iðkvietimà. Sistemos apþiûra ir gedimo nustatymas. Vandens tiekimo iðjungimas butui  uþdarant ventilá.   Dalinis verþlës iðsukimas ir sriegio patikrinimas. Verþlës paverþimas apvyniojant sriegá lino pluoðtu su hermetiku ðalto vandens ventiliui iki 15 mm. tualeto patalpoje. Sistemos uþdildymas vandeniu ir sandarumo patikrinimas. Suderinta su pirmininke.','',21.8768
2018-04-23,'18.04.23','20:25','20:35','21:10','489-oji DNSB  darbo dienomis nevaþiuoti nuo 8 val. iki 13 val. , _','Teka vanduo ið vamzdþio bute',,'Þemynos 9','2.7. Avarinio ekipaþo atvykimas pagal iðkvietimà. Avarijos pobûdþio ir gedimø nustatymas. Vandens tiekimo iðjungimas stovui  uþdarant ventilá rûsyje. Vandens iðleidimas ið vamzdþiø. Trûkusio ðalto vandens sriegio  su ventiliu demontavimas ir sriegio patikrinimas.  Naujo sriegio uþsriegimas ðalto vandens vamzdþiui D 15 nuo stovo iki ventilio 45 buto  virtuvëje.  ','',28.894799999999994
